ID,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53
instances/sat/data/maxcut/dimacs_mod/sanr200_0.7.clq.wcnf,40.000000000,1092.000000000,40.000000000,1062.000000000,0.000000000,0.028248588,0.000000000,0.037664783,0.676082863,0.492839455,0.333333333,1.000000000,0.692748136,0.074293785,0.055752389,0.050000000,0.075000000,0.128600356,0.000000000,0.028248588,1.000000000,0.000000000,0.074293785,1.996241575,0.040489642,1.000000000,2.704109288,0.038975453,0.154089886,0.000000000,1.000000000,1.051060474,0.036440678,1.975977288,0.019774011,0.485875706,2.300624631,0.485875706,0.026129944,0.111289525,0.020715631,0.036723164,0.000000000,0.049370303,0.108157980,0.019774011,0.059322034,2.801371322,0.038096447,0.172419830,0.031250000,0.090909091,0.583986429,0.030000000 
instances/sat/data/maxcut/dimacs_mod/sanr400_0.7.clq.wcnf,40.000000000,1096.000000000,40.000000000,1072.000000000,0.000000000,0.022388060,0.000000000,0.037313433,0.674129353,0.494341010,0.333333333,1.000000000,0.692896547,0.074440299,0.049684781,0.050000000,0.075000000,0.107192888,0.000000000,0.022388060,1.000000000,0.000000000,0.074440299,1.992113110,0.040111940,1.000000000,2.733732768,0.035713918,0.154652485,0.000000000,1.000000000,0.938629920,0.036660448,1.976013338,0.019589552,0.488805970,2.350493808,0.488805970,0.026259328,0.110795525,0.020522388,0.036380597,0.000000000,0.049723978,0.101375726,0.019589552,0.059701493,2.831083491,0.037366500,0.151663478,0.030769231,0.090909091,0.500309057,0.030000000 
instances/sat/data/maxcut/dimacs_mod/brock200_3.clq.wcnf,40.000000000,1038.000000000,40.000000000,1019.000000000,0.000000000,0.018645731,0.000000000,0.039254171,0.672881910,0.495295503,0.333333333,1.000000000,0.692973339,0.074533857,0.045372116,0.050000000,0.075000000,0.092720684,0.000000000,0.018645731,1.000000000,0.000000000,0.074533857,1.989954123,0.036310108,1.000000000,2.707570361,0.033967989,0.154978178,0.000000000,1.000000000,0.999581907,0.036800785,1.976582910,0.017664377,0.490677134,2.318572421,0.490677134,0.026447498,0.133773825,0.018645731,0.038272816,0.000000000,0.050103962,0.108918924,0.017664377,0.063788027,2.945728145,0.039018183,0.152973754,0.030303030,0.105263158,0.753596422,0.030000000 
instances/sat/data/maxcut/dimacs_mod/keller5.clq.wcnf,41.000000000,1230.000000000,41.000000000,1197.000000000,0.000000000,0.027568922,0.000000000,0.034252297,0.675856307,0.493014020,0.333333333,1.000000000,0.692767110,0.072498319,0.055084260,0.048780488,0.073170732,0.126187182,0.000000000,0.027568922,1.000000000,0.000000000,0.072498319,2.023511763,0.040935673,1.000000000,2.595424812,0.038184571,0.152217110,0.000000000,1.000000000,0.676378898,0.035576747,2.003526477,0.020050125,0.486215539,2.249016478,0.486215539,0.025347923,0.091963663,0.020885547,0.033416876,0.000000000,0.048109692,0.101109881,0.020050125,0.056808688,2.710768413,0.034698267,0.169161174,0.028985507,0.080000000,0.224781515,0.040000000 
instances/sat/data/maxcut/dimacs_mod/johnson8-4-4.clq.wcnf,70.000000000,3710.000000000,70.000000000,3657.000000000,0.000000000,0.014492754,0.000000000,0.019141373,0.671497585,0.496350743,0.333333333,1.000000000,0.693042157,0.042650104,0.040030152,0.028571429,0.042857143,0.075751085,0.000000000,0.014492754,1.000000000,0.000000000,0.042650104,2.702254659,0.028712059,1.000000000,0.608682514,0.021496599,0.117865540,0.000000000,1.000000000,0.074875973,0.021118012,2.688622860,0.014219305,0.492753623,0.608682514,0.492753623,0.014617759,0.035869507,0.014492754,0.018867925,0.000000000,0.028295942,0.060897072,0.014219305,0.028712059,1.077727446,0.019277764,0.116392541,0.018867925,0.037735849,0.075751085,0.410000000 
instances/sat/data/maxcut/dimacs_mod/san400_0.7_3.clq.wcnf,40.000000000,1094.000000000,40.000000000,1067.000000000,0.000000000,0.025304592,0.000000000,0.037488285,0.675101531,0.493594786,0.333333333,1.000000000,0.692826985,0.074367385,0.052794858,0.050000000,0.075000000,0.118020846,0.000000000,0.025304592,1.000000000,0.000000000,0.074367385,1.994158295,0.043111528,1.000000000,2.683538568,0.037654214,0.154339706,0.000000000,1.000000000,1.042154371,0.036551078,1.976073182,0.021555764,0.487347704,2.258477756,0.487347704,0.026194939,0.113690747,0.022492971,0.036551078,0.000000000,0.049544616,0.107973549,0.021555764,0.062792877,2.826614064,0.037768068,0.168127858,0.029411765,0.083333333,0.555192929,0.030000000 
instances/sat/data/maxcut/dimacs_mod/c-fat500-5.clq.wcnf,42.000000000,400.000000000,42.000000000,390.000000000,0.000000000,0.025641026,0.000000000,0.107692308,0.675213675,0.493508574,0.333333333,1.000000000,0.692818413,0.070818071,0.053141500,0.047619048,0.071428571,0.119246926,0.000000000,0.025641026,1.000000000,0.000000000,0.070818071,2.049328506,0.046153846,1.000000000,1.134875704,0.036340852,0.152146015,0.000000000,1.000000000,0.654825469,0.034798535,2.030515129,0.023076923,0.487179487,0.680222727,0.487179487,0.028205128,0.427783613,0.025641026,0.105128205,0.000000000,0.045101907,0.096529639,0.023076923,0.048717949,0.777994599,0.108974359,0.144247640,0.100000000,0.200000000,0.777994599,0.000000000 
instances/sat/data/maxcut/dimacs_mod/brock800_3.clq.wcnf,40.000000000,1014.000000000,40.000000000,987.000000000,0.000000000,0.027355623,0.000000000,0.040526849,0.675785208,0.493068781,0.333333333,1.000000000,0.692772969,0.074316109,0.054872834,0.050000000,0.075000000,0.125426323,0.000000000,0.027355623,1.000000000,0.000000000,0.074316109,1.995705953,0.038500507,1.000000000,2.776885079,0.038443416,0.154248391,0.000000000,1.000000000,1.174950770,0.036474164,1.976072142,0.019250253,0.486322188,2.299451904,0.486322188,0.026291793,0.123659800,0.020263425,0.039513678,0.000000000,0.049393894,0.109330527,0.020263425,0.059777102,2.783927352,0.040910402,0.170339685,0.033333333,0.095238095,0.852864572,0.020000000 
instances/sat/data/maxcut/dimacs_mod/san200_0.7_1.clq.wcnf,40.000000000,1116.000000000,40.000000000,1090.000000000,0.000000000,0.023853211,0.000000000,0.036697248,0.674617737,0.493966394,0.333333333,1.000000000,0.692862666,0.074403670,0.051271573,0.050000000,0.075000000,0.112678129,0.000000000,0.023853211,1.000000000,0.000000000,0.074403670,1.992982439,0.039449541,1.000000000,2.789966283,0.037001868,0.154450139,0.000000000,1.000000000,1.055716894,0.036605505,1.975946907,0.019266055,0.488073394,2.295265729,0.488073394,0.026192661,0.106801409,0.020183486,0.035779817,0.000000000,0.049581685,0.102769188,0.019266055,0.058715596,2.782572236,0.036924761,0.166634105,0.030769231,0.090909091,0.408118128,0.030000000 
instances/sat/data/maxcut/dimacs_mod/p_hat300-3.clq.wcnf,43.000000000,1270.000000000,43.000000000,1244.000000000,0.000000000,0.020900322,0.000000000,0.034565916,0.673633441,0.494720870,0.333333333,1.000000000,0.692928753,0.069281388,0.048018092,0.046511628,0.069767442,0.101522622,0.000000000,0.020900322,1.000000000,0.000000000,0.069281388,2.075341160,0.032958199,1.000000000,3.092074918,0.033813305,0.149339115,0.000000000,1.000000000,0.975767014,0.034154640,2.059912340,0.016077170,0.489549839,2.662820306,0.489549839,0.024340088,0.155286548,0.016881029,0.033762058,0.000000000,0.046880977,0.123651758,0.016077170,0.059485531,3.243764491,0.034417395,0.181185947,0.026666667,0.095238095,0.730010927,0.050000000 
