feature_0, feature_1, feature_2, feature_3, feature_4, feature_5, feature_6, feature_7, feature_8, feature_9, feature_10, feature_11, feature_12, feature_13, feature_14, feature_15, feature_16, feature_17, feature_18, feature_19, feature_20, feature_21, feature_22, feature_23, feature_24, feature_25, feature_26, feature_27, feature_28, feature_29, feature_30, feature_31, feature_32, feature_33, feature_34, feature_35, feature_36, feature_37, feature_38, feature_39, feature_40, feature_41, feature_42, feature_43, feature_44, feature_45, feature_46, feature_47, feature_48, feature_49, feature_50, feature_51, feature_52, feature_53, feature_54, feature_55, feature_56, feature_57, feature_58, feature_59, feature_60, feature_61, feature_62, feature_63, feature_64, feature_65, feature_66, feature_67, feature_68, feature_69, feature_70, feature_71, feature_72, feature_73, feature_74, feature_75, feature_76, feature_77, feature_78, feature_79, feature_80, feature_81, feature_82, feature_83, feature_84, feature_85, feature_86, feature_87, feature_88, feature_89, feature_90, feature_91, feature_92, feature_93, feature_94, feature_95, feature_96, feature_97, feature_98, feature_99, feature_100, feature_101, feature_102, feature_103, feature_104, feature_105, feature_106, feature_107, feature_108, feature_109, feature_110, feature_111, feature_112, feature_113, feature_114, feature_115, feature_116, feature_117, feature_118, feature_119, feature_120, feature_121, feature_122, feature_123, feature_124, feature_125, feature_126, feature_127, feature_128, feature_129, feature_130, feature_131, feature_132, feature_133, feature_134, feature_135, feature_136, feature_137, feature_138, feature_139, feature_140, feature_141, feature_142, feature_143, feature_144, feature_145, feature_146, feature_147, feature_148
instances/mip/data/aircargo/7_4_40/test_instances_150/4-7.00-7.00-7.00-40-2.00-5.00-s184-r0-flb.mps, 18204, 0.0, 0.98681608437706, 0.0, 0.0, 0.013183915622940013, 38732, 1.0, 0.008789277081960008, 0.0, 0.0, 0.0, 0.0, 0.14282763606320356, 0.8468449860580398, 0.010327377878756584, 0.0, 0.37947703801362337, 4.4440064900420415, 0.0, 80.0, 0.3845468715208194, 4.473377801834228, 0.0, 80.0, 0.0, 0.0, 0.0, 0.0, -9.966642569451617, 11.769406773199194, -21.0, 343.0, -12.935365853658537, 9.560963550459999, -21.0, 1.0, 6.864063629790311, 9.16923171888019, 0.0, 343.0, 6.864063629790311, 9.16923171888019, 0.0, 343.0, 4.349065372301973, 1.5598748266281894, 1, 40, 55338.19942166684, 31472.28023509409, 2, 105288, 0, 0.0, 0, 0, 33762.575131674064, 18446.863487565795, 0, 63160, -9.543349168646081, 21.117846616891967, -21.0, 1727.0, -279277.3762263761, 127139.97769364686, -393509.0, 160.0, 0, 0.0, 0, 0, 474.74801197975836, 46.02712020089143, 0, 520.0, 9.253350911887496, 41.53164615766815, 1, 321, 5.783783783783784, 29.317918565391377, 0, 321, 0, 0.0, 0, 0, 3.4695671281037135, 30.09109404075614, 0, 278, 0, 0.0002389071287794975, 17964, 0.98681608437706, 0, 0.0, 17964, 0.98681608437706, -20.333607998242144, 141.12538300932815, -1542.0, 8.0, 0.028565150516370028, 21.008398487664902, -229.0, 234.0, 0.28746188624742336, 0.3445705822496903, -0.14285714285714285, 1.0, 0.5181351800749278, 0.2988757699112039, 0.04664723032069971, 1.0, 0.0011806375442739079, 0.08499542741786033, -0.14285714285714285, 0.14285714285714285, 0.2173777374333371, 0.2703838473563407, -0.14285714285714285, 1.0, 0.3863205614178875, 0.2371857706045657, 0.009264620729588882, 1.0, 0.007708200890019072, 0.12098067478605105, -0.14285714285714285, 1.0, 0.0012009584351063485, 0.014077676903071108, 0.0, 0.25396825396825395, 0.0012170033039788448, 0.014170720349250873, 0.0, 0.02134786995802831, 0.25012061768206273, 0.0, 4.507489358552088, 0.021633078641502303, 0.2517737255900861, 0.0, 4.507489358552088
instances/mip/data/aircargo/7_4_40/test_instances_150/4-7.00-7.00-7.00-40-2.00-5.00-s235-r0-flb.mps, 18204, 0.0, 0.98681608437706, 0.0, 0.0, 0.013183915622940013, 39058, 1.0, 0.008789277081960008, 0.0, 0.0, 0.0, 0.0, 0.13999692764606483, 0.8397767422807108, 0.020226330073224434, 0.0, 0.35201054713249835, 4.692232682037598, 0.0, 125.0, 0.35671342685370744, 4.723297066211162, 0.0, 125.0, 0.0, 0.0, 0.0, 0.0, -9.88591325720723, 11.752968082002411, -21.0, 343.0, -12.935365853658537, 9.560963550459999, -21.0, 1.0, 6.926847110460863, 9.204093406677728, 0.0, 343.0, 6.926847110460863, 9.204093406677728, 0.0, 343.0, 4.318654308976394, 1.5868086393279146, 1, 40, 55755.605125710485, 31669.188005186104, 2, 105518, 0, 0.0, 0, 0, 34007.94254698141, 18563.394717994157, 0, 63160, -9.469455681294486, 20.006193871932755, -21.0, 1602.0, -280217.79067028523, 127044.50779471401, -393464.0, 160.0, 0, 0.0, 0, 0, 475.12571048184753, 46.01915439972104, 0, 520.0, 9.265985497692816, 41.505840906141685, 1, 323, 5.796418369589102, 29.282848626298243, 0, 323, 0, 0.0, 0, 0, 3.4695671281037135, 30.09109404075614, 0, 278, 0, 0.00023723655839246287, 17964, 0.98681608437706, 0, 0.0, 17964, 0.98681608437706, -20.34596791913865, 141.4717108286618, -1540.0, 8.0, 0.028565150516370028, 21.008398487664902, -229.0, 234.0, 0.28698290305882335, 0.34439869447278054, -0.14285714285714285, 1.0, 0.517743073295137, 0.2989025329241357, 0.04664723032069971, 1.0, 0.0011806375442739079, 0.08499542741786033, -0.14285714285714285, 0.14285714285714285, 0.21717028285811654, 0.2704537380242776, -0.14285714285714285, 1.0, 0.3862924751052253, 0.23740046593741324, 0.009987515605493134, 1.0, 0.007708200890019072, 0.12098067478605105, -0.14285714285714285, 1.0, 0.0011158846893980817, 0.014886752338989803, 0.0, 0.3968253968253968, 0.0011307929684815565, 0.01498530928733816, 0.0, 0.019819222405231575, 0.2642951014343604, 0.0, 7.0429521227376375, 0.020084008275708953, 0.2660448448338102, 0.0, 7.0429521227376375
instances/mip/data/aircargo/7_4_40/test_instances_150/4-7.00-7.00-7.00-40-2.00-5.00-s156-r0-flb.mps, 18204, 0.0, 0.98681608437706, 0.0, 0.0, 0.013183915622940013, 39206, 1.0, 0.008789277081960008, 0.0, 0.0, 0.0, 0.0, 0.14324338111513543, 0.8366066418405346, 0.02014997704432995, 0.0, 0.35354867062184137, 3.89625784314107, 0.0, 64.0, 0.3582720997550657, 3.921984285999901, 0.0, 64.0, 0.0, 0.0, 0.0, 0.0, -9.84430954445748, 11.750235913002212, -21.0, 343.0, -12.935365853658537, 9.560963550459999, -21.0, 1.0, 6.774216524216524, 9.129421741122776, 0.0, 343.0, 6.774216524216524, 9.129421741122776, 0.0, 343.0, 4.310411671682906, 1.5895999353566552, 1, 40, 55945.29589858695, 31759.197708991218, 2, 105834, 0, 0.0, 0, 0, 34117.98959342958, 18614.37130222681, 0, 63160, -9.425623629036371, 20.038532335948698, -21.0, 1609.0, -280570.04728868033, 126915.30949304903, -393491.0, 160.0, 0, 0.0, 0, 0, 475.29510789164925, 46.01457424857347, 0, 520.0, 9.283344319929686, 41.610223198319346, 1, 323, 5.813777191825972, 29.43266095299683, 0, 323, 0, 0.0, 0, 0, 3.4695671281037135, 30.09109404075614, 0, 278, 0, 0.00023678376574834682, 17964, 0.98681608437706, 0, 0.0, 17964, 0.98681608437706, -20.328554163920018, 141.2843264008156, -1531.0, 8.0, 0.028565150516370028, 21.008398487664902, -229.0, 234.0, 0.2883670734938243, 0.3453642533584255, -0.14285714285714285, 1.0, 0.5193083667552336, 0.29954303886333333, 0.06997084548104957, 1.0, 0.0011806375442739079, 0.08499542741786033, -0.14285714285714285, 0.14285714285714285, 0.2177325663766966, 0.27042858896750405, -0.14285714285714285, 1.0, 0.3866238944839221, 0.2370128195272093, 0.014916096954630205, 1.0, 0.007708200890019072, 0.12098067478605105, -0.14285714285714285, 1.0, 0.001112606953110947, 0.012240540537102523, 0.0, 0.19814241486068113, 0.0011274714414624628, 0.012321360792936168, 0.0, 0.019833025883285806, 0.21837862874711858, 0.0, 3.5610552580778063, 0.020097996168967645, 0.21982053110524105, 0.0, 3.5610552580778063
instances/mip/data/aircargo/7_4_40/test_instances_150/4-7.00-7.00-7.00-40-2.00-5.00-s217-r0-flb.mps, 18204, 0.0, 0.98681608437706, 0.0, 0.0, 0.013183915622940013, 38936, 1.0, 0.008789277081960008, 0.0, 0.0, 0.0, 0.0, 0.13930552701869736, 0.84240805424286, 0.018286418738442573, 0.0, 0.3269611074489123, 3.8296266234683953, 0.0, 80.0, 0.33132932531730125, 3.8549374395719442, 0.0, 80.0, 0.0, 0.0, 0.0, 0.0, -9.917505650297924, 11.757809214204222, -21.0, 343.0, -12.935365853658537, 9.560963550459999, -21.0, 1.0, 6.978613569321534, 9.223608949090305, 0.0, 343.0, 6.978613569321534, 9.223608949090305, 0.0, 343.0, 4.328436408465174, 1.5797937129205393, 1, 40, 55599.38868913088, 31595.370952259433, 2, 105372, 0, 0.0, 0, 0, 33916.59903431272, 18520.478876695306, 0, 63160, -9.514048695294843, 19.097861106436138, -21.0, 1488.0, -280120.8076844052, 127296.31335452218, -393443.0, 160.0, 0, 0.0, 0, 0, 474.98510376001644, 46.02248219734013, 0, 520.0, 9.257965282355526, 41.453234263948886, 1, 315, 5.788398154251813, 29.207282805461666, 0, 315, 0, 0.0, 0, 0, 3.4695671281037135, 30.09109404075614, 0, 278, 0, 0.0002377739182852765, 17964, 0.98681608437706, 0, 0.0, 17964, 0.98681608437706, -20.377883981542517, 141.79270196681256, -1546.0, 8.0, 0.028565150516370028, 21.008398487664902, -229.0, 234.0, 0.2864159574084743, 0.34383404193585043, -0.14285714285714285, 1.0, 0.5169195064176637, 0.2983974025535377, 0.03498542274052478, 1.0, 0.0011806375442739079, 0.08499542741786033, -0.14285714285714285, 0.14285714285714285, 0.21696263673817304, 0.27039467306041987, -0.14285714285714285, 1.0, 0.3860647315694837, 0.23746283951143898, 0.008064516129032258, 1.0, 0.007708200890019072, 0.12098067478605105, -0.14285714285714285, 1.0, 0.0010379717696790867, 0.012157544836407604, 0.0, 0.25396825396825395, 0.0010518391279914327, 0.012237896633561727, 0.0, 0.018422171406079726, 0.21577501565639445, 0.0, 4.507489358552088, 0.01866829260054973, 0.21720111858443214, 0.0, 4.507489358552088
instances/mip/data/aircargo/7_4_40/test_instances_150/4-7.00-7.00-7.00-40-2.00-5.00-s201-r0-flb.mps, 18204, 0.0, 0.98681608437706, 0.0, 0.0, 0.013183915622940013, 38722, 1.0, 0.008789277081960008, 0.0, 0.0, 0.0, 0.0, 0.14059191157481535, 0.8470636847270285, 0.012344403698156087, 0.0, 0.3511316194243024, 3.926280288553239, 0.0, 75.0, 0.3558227566243598, 3.9522111951053818, 0.0, 75.0, 0.0, 0.0, 0.0, 0.0, -9.972108878673621, 11.7672102402229, -21.0, 343.0, -12.935365853658537, 9.560963550459999, -21.0, 1.0, 6.95444526083762, 9.215056718946359, 0.0, 343.0, 6.95444526083762, 9.215056718946359, 0.0, 343.0, 4.347037859614689, 1.564026601866224, 1, 40, 55325.20202985383, 31465.949332809843, 2, 105166, 0, 0.0, 0, 0, 33754.98321367698, 18443.194083407037, 0, 63160, -9.562290170962244, 20.035387623268704, -21.0, 1598.0, -279485.34432622284, 127321.73550842064, -393509.0, 160.0, 0, 0.0, 0, 0, 474.7363256030164, 46.0273172151348, 0, 520.0, 9.246649088112504, 41.47977716584549, 1, 319, 5.77708196000879, 29.243599688814637, 0, 319, 0, 0.0, 0, 0, 3.4695671281037135, 30.09109404075614, 0, 278, 0, 0.00023879575146202423, 17964, 0.98681608437706, 0, 0.0, 17964, 0.98681608437706, -20.36865524060646, 141.493176940557, -1538.0, 8.0, 0.028565150516370028, 21.008398487664902, -229.0, 234.0, 0.28669479917901564, 0.34411286768905447, -0.14285714285714285, 1.0, 0.5173407401462756, 0.29863848194203996, 0.05830903790087463, 1.0, 0.0011806375442739079, 0.08499542741786033, -0.14285714285714285, 0.14285714285714285, 0.21706153059485256, 0.270428556732064, -0.14285714285714285, 1.0, 0.3861827239112572, 0.23743959049157648, 0.012515644555694618, 1.0, 0.007708200890019072, 0.12098067478605105, -0.14285714285714285, 1.0, 0.0011133700584581821, 0.012451617158579396, 0.0, 0.23809523809523808, 0.0011282447419379174, 0.012533853423856448, 0.0, 0.019772163390798476, 0.22110702944352523, 0.0, 4.225771273642582, 0.020036320550328182, 0.222567320928759, 0.0, 4.225771273642582
instances/mip/data/aircargo/7_4_40/test_instances_150/4-7.00-7.00-7.00-40-2.00-5.00-s166-r0-flb.mps, 18204, 0.0, 0.98681608437706, 0.0, 0.0, 0.013183915622940013, 38844, 1.0, 0.008789277081960008, 0.0, 0.0, 0.0, 0.0, 0.14128308104211718, 0.8444032540418083, 0.014313664916074555, 0.0, 0.44034278180619646, 5.518733545399815, 0.0, 125.0, 0.44622578490313963, 5.55524227207544, 0.0, 125.0, 0.0, 0.0, 0.0, 0.0, -9.938317372052312, 11.764266504477426, -21.0, 343.0, -12.935365853658537, 9.560963550459999, -21.0, 1.0, 6.916180758017493, 9.187806627430309, 0.0, 343.0, 6.916180758017493, 9.187806627430309, 0.0, 343.0, 4.338997013695809, 1.569146887032665, 1, 40, 55481.93193285965, 31540.33848960118, 2, 105384, 0, 0.0, 0, 0, 33847.3375553496, 18487.570557159168, 0, 63160, -9.485609103078982, 23.493976184551904, -21.0, 2004.0, -279070.42619194725, 126679.10231182128, -393539.0, 160.0, 0, 0.0, 0, 0, 474.8784883122232, 46.024718999964136, 0, 520.0, 9.258624478136673, 41.47205242098396, 1, 318, 5.78905735003296, 29.234063084774053, 0, 318, 0, 0.0, 0, 0, 3.4695671281037135, 30.09109404075614, 0, 278, 0, 0.00023835404381980933, 17964, 0.98681608437706, 0, 0.0, 17964, 0.98681608437706, -20.269116677653262, 140.58574473685354, -1546.0, 8.0, 0.028565150516370028, 21.008398487664902, -229.0, 234.0, 0.2868835029704315, 0.34392722927775876, -0.14285714285714285, 1.0, 0.517267779033048, 0.2982363638922514, 0.03498542274052478, 1.0, 0.0011806375442739079, 0.08499542741786033, -0.14285714285714285, 0.14285714285714285, 0.2171581008598916, 0.2703054381424545, -0.14285714285714285, 1.0, 0.38605372430409596, 0.2372333781146591, 0.005988023952095809, 1.0, 0.007708200890019072, 0.12098067478605105, -0.14285714285714285, 1.0, 0.0013958035945693475, 0.017487532107145064, 0.0, 0.3968253968253968, 0.0014144516051848364, 0.01760321893588107, 0.0, 0.024791745514719358, 0.31065826241412886, 0.0, 7.0429521227376375, 0.025122964559672188, 0.312713392074761, 0.0, 7.0429521227376375
instances/mip/data/aircargo/7_4_40/test_instances_150/4-7.00-7.00-7.00-40-2.00-5.00-s225-r0-flb.mps, 18204, 0.0, 0.98681608437706, 0.0, 0.0, 0.013183915622940013, 39010, 1.0, 0.008789277081960008, 0.0, 0.0, 0.0, 0.0, 0.1389387336580364, 0.8408100487054602, 0.02025121763650346, 0.0, 0.3744232036914964, 4.159379907556438, 0.0, 75.0, 0.37942551770207084, 4.186847356972617, 0.0, 75.0, 0.0, 0.0, 0.0, 0.0, -9.898897718533709, 11.754385719805844, -21.0, 343.0, -12.935365853658537, 9.560963550459999, -21.0, 1.0, 6.982287822878229, 9.226020269593317, 0.0, 343.0, 6.982287822878229, 9.226020269593317, 0.0, 343.0, 4.321917457062292, 1.5852262161209225, 1, 40, 55693.796283004354, 31639.586774504543, 2, 105438, 0, 0.0, 0, 0, 33972.072289156626, 18546.607314705885, 0, 63160, -9.47416047167393, 20.86526632868098, -21.0, 1704.0, -279978.7515252499, 126948.33967914674, -393521.0, 160.0, 0, 0.0, 0, 0, 475.0704947449372, 46.02051246980053, 0, 520.0, 9.261590859151834, 41.45324202283378, 1, 315, 5.792023731048121, 29.20772452428071, 0, 315, 0, 0.0, 0, 0, 3.4695671281037135, 30.09109404075614, 0, 278, 0, 0.000237415812846753, 17964, 0.98681608437706, 0, 0.0, 17964, 0.98681608437706, -20.33108108108108, 141.28645051245428, -1540.0, 8.0, 0.028565150516370028, 21.008398487664902, -229.0, 234.0, 0.2864156444248859, 0.3438324000314447, -0.14285714285714285, 1.0, 0.5169544717926808, 0.2983731547707358, 0.052478134110787174, 1.0, 0.0011806375442739079, 0.08499542741786033, -0.14285714285714285, 0.14285714285714285, 0.2169527165264833, 0.27040390406194764, -0.14285714285714285, 1.0, 0.3860728599321755, 0.23747991083300904, 0.01056338028169014, 1.0, 0.007708200890019072, 0.12098067478605105, -0.14285714285714285, 1.0, 0.0011886450910841154, 0.013204380658909328, 0.0, 0.23809523809523808, 0.001204525453022447, 0.01329157891102418, 0.0, 0.02109635757793001, 0.2343545083935752, 0.0, 4.225771273642582, 0.021378206042565014, 0.23590212384295003, 0.0, 4.225771273642582
instances/mip/data/aircargo/7_4_40/test_instances_150/4-7.00-7.00-7.00-40-2.00-5.00-s202-r0-flb.mps, 18204, 0.0, 0.98681608437706, 0.0, 0.0, 0.013183915622940013, 38710, 1.0, 0.008789277081960008, 0.0, 0.0, 0.0, 0.0, 0.1403254972875226, 0.8473262722810643, 0.012348230431413072, 0.0, 0.3880465831685344, 4.529738629509121, 0.0, 80.0, 0.39323090625695833, 4.559675125222807, 0.0, 80.0, 0.0, 0.0, 0.0, 0.0, -9.974993541720485, 11.767951739953558, -21.0, 343.0, -12.935365853658537, 9.560963550459999, -21.0, 1.0, 6.971281296023564, 9.218790700807933, 0.0, 343.0, 6.971281296023564, 9.218790700807933, 0.0, 343.0, 4.348282097649186, 1.5631121716139422, 1, 40, 55309.702479979336, 31458.507640645144, 2, 105162, 0, 0.0, 0, 0, 33745.867734435546, 18438.783201212773, 0, 63160, -9.547920433996383, 21.453441178677092, -21.0, 1766.0, -279152.9895117541, 127105.13376439975, -393506.0, 160.0, 0, 0.0, 0, 0, 474.7222939808835, 46.02754984527717, 0, 520.0, 9.246429356185454, 41.45329517441041, 1, 315, 5.7768622280817405, 29.205998784755383, 0, 315, 0, 0.0, 0, 0, 3.4695671281037135, 30.09109404075614, 0, 278, 0, 0.00023886410116728116, 17964, 0.98681608437706, 0, 0.0, 17964, 0.98681608437706, -20.33179520984399, 141.14737839967623, -1546.0, 8.0, 0.028565150516370028, 21.008398487664902, -229.0, 234.0, 0.28647538753495855, 0.34380628141325087, -0.14285714285714285, 1.0, 0.516955918445208, 0.29829907276854356, 0.03498542274052478, 1.0, 0.0011806375442739079, 0.08499542741786033, -0.14285714285714285, 0.14285714285714285, 0.2169824720888611, 0.270375884814445, -0.14285714285714285, 1.0, 0.38604848235837913, 0.237428030956727, 0.006795016987542469, 1.0, 0.007708200890019072, 0.12098067478605105, -0.14285714285714285, 1.0, 0.001231893914820744, 0.014380122633362288, 0.0, 0.25396825396825395, 0.0012483520833554234, 0.014475159127691449, 0.0, 0.021863948053183334, 0.25522185836918354, 0.0, 4.507489358552088, 0.02215605156758792, 0.25690858881745576, 0.0, 4.507489358552088
instances/mip/data/aircargo/7_4_40/test_instances_150/4-7.00-7.00-7.00-40-2.00-5.00-s218-r0-flb.mps, 18204, 0.0, 0.98681608437706, 0.0, 0.0, 0.013183915622940013, 38676, 1.0, 0.008789277081960008, 0.0, 0.0, 0.0, 0.0, 0.14158651360016547, 0.8480711552383907, 0.010342331161443789, 0.0, 0.25291144803339927, 2.8379631450341876, 0.0, 45.0, 0.25629035849476733, 2.8567073892710333, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0, -9.983348846830076, 11.769711520957129, -21.0, 343.0, -12.935365853658537, 9.560963550459999, -21.0, 1.0, 6.9181884587289995, 9.20015235559285, 0.0, 343.0, 6.9181884587289995, 9.20015235559285, 0.0, 343.0, 4.3516392594890885, 1.5594216526172586, 1, 40, 55265.988106319164, 31437.747822242814, 2, 105144, 0, 0.0, 0, 0, 33720.009825214605, 18426.240551239247, 0, 63160, -9.616661495501086, 16.54678710503097, -21.0, 1151.0, -280032.9515461785, 127955.84185649184, -393362.0, 160.0, 0, 0.0, 0, 0, 474.6824904333437, 46.02818646359965, 0, 520.0, 9.245440562513734, 41.512710522850064, 1, 321, 5.77587343441002, 29.29015120144153, 0, 321, 0, 0.0, 0, 0, 3.4695671281037135, 30.09109404075614, 0, 278, 0, 0.00023904852007740546, 17964, 0.98681608437706, 0, 0.0, 17964, 0.98681608437706, -20.460008789277083, 142.48431194710864, -1550.0, 8.0, 0.028565150516370028, 21.008398487664902, -229.0, 234.0, 0.2870265536603426, 0.34447171188224834, -0.14285714285714285, 1.0, 0.5177745912517292, 0.2990220081305998, 0.023323615160349854, 1.0, 0.0011806375442739079, 0.08499542741786033, -0.14285714285714285, 0.14285714285714285, 0.21720240799636528, 0.27045457686602326, -0.14285714285714285, 1.0, 0.3863158164836293, 0.2373804578984064, 0.0069504778453518675, 1.0, 0.007708200890019072, 0.12098067478605105, -0.14285714285714285, 1.0, 0.0008003797544937534, 0.008981004292562175, 0.0, 0.14285714285714285, 0.0008110728707862551, 0.009040322215339958, 0.0, 0.014227556411232266, 0.1596473265694288, 0.0, 2.5354627641855494, 0.014417637325209984, 0.1607017686308146, 0.0, 2.5354627641855494
instances/mip/data/aircargo/7_4_40/test_instances_150/4-7.00-7.00-7.00-40-2.00-5.00-s183-r0-flb.mps, 18204, 0.0, 0.98681608437706, 0.0, 0.0, 0.013183915622940013, 39015, 1.0, 0.008789277081960008, 0.0, 0.0, 0.0, 0.0, 0.14404716134819942, 0.8407022939894913, 0.015250544662309368, 0.0, 0.36145901999560537, 4.34997052483211, 0.0, 100.0, 0.36628813181919395, 4.378731652070678, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, -9.89270793284634, 11.758500692262396, -21.0, 343.0, -12.935365853658537, 9.560963550459999, -21.0, 1.0, 6.767971530249111, 9.128703783093576, 0.0, 343.0, 6.767971530249111, 9.128703783093576, 0.0, 343.0, 4.32641291810842, 1.5766511888622614, 1, 40, 55701.80181981289, 31645.128153141042, 2, 105635, 0, 0.0, 0, 0, 33975.81289247725, 18548.3618793298, 0, 63160, -9.472638728694092, 20.372916764047964, -21.0, 1645.0, -280045.4218633859, 127020.67268776802, -393470.0, 160.0, 0, 0.0, 0, 0, 475.07625272331154, 46.020373944228005, 0, 520.0, 9.272412656558998, 41.62415586352068, 1, 328, 5.8028455284552845, 29.451066993638108, 0, 328, 0, 0.0, 0, 0, 3.4695671281037135, 30.09109404075614, 0, 278, 0, 0.00023766276192641286, 17964, 0.98681608437706, 0, 0.0, 17964, 0.98681608437706, -20.330421885299934, 141.18997522336397, -1546.0, 8.0, 0.028565150516370028, 21.008398487664902, -229.0, 234.0, 0.2884773971929378, 0.34552222457607457, -0.14285714285714285, 1.0, 0.5195192187304369, 0.29971110498756565, 0.03498542274052478, 1.0, 0.0011806375442739079, 0.08499542741786033, -0.14285714285714285, 0.14285714285714285, 0.21776707282516292, 0.2704597792204784, -0.14285714285714285, 1.0, 0.3866947852760736, 0.23702775546574445, 0.00729483282674772, 1.0, 0.007708200890019072, 0.12098067478605105, -0.14285714285714285, 1.0, 0.0011388594867230326, 0.013697588635444596, 0.0, 0.31347962382445144, 0.0011540747103265469, 0.013788153584878532, 0.0, 0.020288965225996772, 0.24409533473998538, 0.0, 5.598925109558543, 0.02056002688566273, 0.2457092371662863, 0.0, 5.598925109558543
